YEAR,RANKING,COMPANY,CUSTOMER SATISFACTION,EMPLOYEE ENGAGEMENT AND DEVELOPMENT,INNOVATION,SOCIAL RESPONSIBILITY,FINANCIAL STRENGTH,EFFECTIVENESS,gvkey,new_gvkey
2017,224,Akamai Technologies,47.3,65.3,47.3,54.2,46.8,53.4,125595,
2018,266,Akamai Technologies,43.7,63.6,44.3,60,46.4,52.8,125595,
2019,218,Akamai Technologies Inc,46,65.4,45.5,57.5,47.7,53.9,125595,
2020,260, Akamai Technologies Inc ,40,64.4,47.6,56.1,54.1,53.6,125595,
2021,319, Akamai Technologies Inc ,42.3,66.8,44.2,54.7,48.8,52.1,125595,
2017,594, Charter Communications ,35.9,43.1,44,38.6,55,39.4,126136,
2018,695,Charter Communications,23.3,45.6,50,38.7,50,37.8,126136,
2019,611,Charter Communications Inc,33.4,39.5,45.7,41.2,45.5,37.3,126136,
2020,832, Charter Communications Inc A ,22,35.6,44.3,42.8,53.8,35.2,126136,
2021,682, Charter Communications Inc A ,22.6,42.1,54.8,49.4,54,42,126136,
2017,413,Expedia,48.8,59.5,52.8,34.7,46.7,46.9,126296,
2018,332,Expedia Group,57.2,63.1,53.2,36.4,44.1,50.2,126296,
2019,306,Expedia Group Inc,52.4,64.3,53.7,37,46.7,50.5,126296,
2020,539,"Expedia Group, Inc.",44.4,58.1,57.5,40.9,34.3,46,126296,
2021,458,"Expedia Group, Inc",44.8,55.4,63.7,43.6,29.2,47.9,126296,
2017,115,Agilent Technologies,60.4,55.5,47.8,65.2,49.4,58.8,126554,
2018,100,Agilent Technologies,58.7,63.1,49.3,64.6,50.3,60.9,126554,
2019,102,Agilent Technologies Inc,51.7,60.1,51.4,62.5,59.2,60.8,126554,
2020,53, Agilent Technologies Inc ,76.1,59,54.1,65.3,53.5,66.8,126554,
2021,43,Agilent Technologies Inc,77.1,62.3,51.3,65.1,53.9,68.3,126554,
2017,597, FLIR Commercial Systems ,47.4,37.1,48,36.7,48.6,39.3,126721,
2020,458, Teledyne Technologies Inc ,54,43.9,51.8,41.7,54.7,48.3,126721,
2021,728, Teledyne Technologies Inc ,55.6,32.5,49.8,35.6,47.5,40.6,126721,
2017,55,Walt Disney,47.3,59,61.9,64.4,63.5,64.3,126814,
2018,48,Walt Disney,44.7,58.5,70.9,63.5,64.6,66.9,126814,
2019,67,Walt Disney Co,49.8,59,56.9,61,68.1,64.2,126814,
2020,101,Walt Disney Co,46.8,61.2,56.9,65.2,57.7,61.9,126814,
2021,169,Walt Disney Co,44.8,56.8,59.3,65.9,42.4,58,126814,
2018,743,BGC Partners,27.1,30.1,43.3,35.1,57.4,33.1,127377,
2017,510, Packaging Corp. of America ,51.2,38.9,43.6,40.4,55.2,42.9,128978,
2018,463,Packaging Corp. of America,53,45.2,45.3,43.3,52.1,46.2,128978,
2020,440, Packaging Corp of America ,46.7,58.8,43.7,47.7,50.7,48.7,128978,
2021,398, Packaging Corp of America ,53.7,53.5,41.8,52.2,48.1,49.7,128978,
2017,565, Pembina Pipeline Income Fund?€? ,33.6,46,41.8,51.2,44.6,40.7,130618,
2017,249,Sun Life Financial?€?,47,55.5,40.1,64.2,46.7,52,133289,
2017,57, Edwards Lifesciences ,65,59.2,62.2,55.2,56.5,64.2,133366,
2018,39,Edwards Lifesciences,64.8,61.4,62.4,63.3,62.5,69.6,133366,
2019,25,Edwards Lifesciences Corp,72.9,62,60.5,66.9,60,70.7,133366,
2020,29, Edwards Lifesciences Corp ,65.4,63.6,65.4,68.5,57.6,71.4,133366,
2021,24, Edwards Lifesciences Corp ,70.2,62.7,60.7,67.3,59,71.6,133366,
2017,331,MetLife,44.6,47.6,55.6,54.7,46.3,49.6,133768,
2018,220,MetLife,50.3,51.2,50.8,62.1,47.9,54.3,133768,
2019,149,MetLife Inc,49,54,53.7,62.8,53.3,57.4,133768,
2020,137,Metlife Inc,47.3,55.4,52.9,64.5,59.7,59.3,133768,
2021,155,Metlife Inc,46.9,53.9,54.4,65.7,56.2,58.9,133768,
2018,143,ON Semiconductor,57.1,54.5,47.8,64.9,50.5,57.8,134932,
2020,224, On Semiconductor Corp ,54,52.7,54.2,60.6,44.5,55.4,134932,
2021,169,On Semiconductor Corp,67.3,48.9,48.6,61.8,46.7,58,134932,
2018,613,IAC,44.7,45,46.2,36.7,51.3,41.7,135246,
2019,470,IAC/InterActiveCorp,47.5,47.9,46.2,37,54.8,44.7,135246,
2021,655,IAC InterActiveCorp,42.1,48.2,46.4,34.9,61.6,42.8,135246,
2017,680,Frontier Communications,28.1,41.6,45.3,39.8,36,31.7,135484,
2018,752,Frontier Communications,14.9,34.7,44.8,42.2,30.7,26.2,135484,
2019,640,Frontier Communications Corp,21.9,27.4,44.8,41.6,29.1,25.8,135484,
2017,303,NRG Energy,41.1,53,66.1,57,33.6,50.4,135990,
2018,299,NRG Energy,43.5,53.6,47.4,57.3,51.4,51.4,135990,
2019,328,NRG Energy Inc,36.9,50.7,51,53.5,53.3,49.8,135990,
2020,264,NRG Energy,43.1,56,44,51.9,69.3,53.5,135990,
2021,303,NRG Energy,47.2,55.6,44.1,55.8,57.5,52.5,135990,
2017,365,Intuitive Surgical,36,65.6,54.6,36.5,53.7,48.4,136725,
2018,206,Intuitive Surgical,36.3,74.4,55.3,40.8,60.2,54.9,136725,
2019,51,Intuitive Surgical Inc,52.1,78.7,56.9,45.1,68.1,65.4,136725,
2020,72,Intuitive Surgical Inc,54,70.8,66.2,48.6,59.1,64.3,136725,
2021,109,Intuitive Surgical Inc,53.9,66.2,63,47.5,57.9,61,136725,
2021,507, Charles River Laboratories International Inc ,53,43.1,44,48.4,51,46.4,137131,
2018,339,Marvell Technology Group,54.1,54.1,43.4,46.6,53.1,49.8,137310,
2020,598, Marvell Technology Group Ltd ,46.1,50.9,43.8,45.1,48.2,44.8,137310,
2021,515,"Marvell Technology, Inc",52.7,54.1,45,43.6,42.1,46.2,137310,
2021,444,Entegris Inc,53.4,53.4,46.6,40.6,54.8,48.3,137573,
2017,331,Illumina,44.3,55.9,53.2,40,57,49.6,138205,
2018,136,Illumina,47.2,65.7,52.9,53.3,58.7,58.4,138205,
2019,45,Illumina Inc,67.9,64.7,54,59,62,66.3,138205,
2020,74,Illumina Inc,54.9,62.7,53.9,68.1,56.5,64,138205,
2021,90,Illumina Inc,54.6,60.5,52.5,68.2,52.5,62.5,138205,
2021,515, Bruker BioSciences Corp ,56.9,48.2,45,39.4,51.9,46.2,138483,
2017,91,Equinix,57.2,58.5,80.2,44.2,47.3,60.5,138743,
2018,95,Equinix,51.1,65.6,73.3,52.9,43,61.3,138743,
2019,110,Equinix Inc,45.1,60.3,77,55,43.3,60.1,138743,
2020,131,Equinix Inc,55.5,62.8,60.5,53.5,49.8,59.7,138743,
2021,17,Equinix Inc,59.9,64.4,97.5,56.4,45.8,74.9,138743,
2017,67,Moody?€?s,56.3,62.8,69.8,49.5,55.7,62.9,139665,
2018,192,Moody&#8217;s,51.8,58.5,46.6,51.3,61.8,55.7,139665,
2019,142,Moody&#8217;s Corp,62.3,56.1,46.6,54.4,59.5,57.8,139665,
2020,87,Moody&#8217;s Corp,66.7,56.2,46.6,62.1,64.4,62.8,139665,
2021,91,Moody&#8217;s Corp,65.6,56.7,45.7,63.4,60.6,62.3,139665,
2017,189,Tapestry,59.4,52.4,48.9,54.2,50.3,54.4,140541,
2018,189,Tapestry,56.8,55.9,49.5,56,51.4,55.8,140541,
2019,180,Tapestry Inc,64.9,55.5,48.4,56.6,48,55.8,140541,
2020,304,"Tapestry, Inc",61.6,51,48.9,57.2,37.7,52.1,140541,
2021,191,"Tapestry, Inc",61.5,53.9,54.3,53.5,48.6,57,140541,
2017,237,Monsanto,24.8,62.5,63.4,54,53.3,52.8,140760,
2018,339,Carnival,40.2,53.2,43.6,58.8,51.6,49.8,140821,
2019,223,Carnival Corp,42.8,55.3,45.9,63.8,52,53.8,140821,
2020,432,Carnival Corp,39.8,54.4,47.3,60.6,41.4,48.9,140821,
2021,764,Carnival Corp,36.4,50.7,42.7,57.2,15.2,39,140821,
2020,475,TriNet Group Inc,40.6,48.9,48.9,36.6,70.8,47.7,140988,
2021,776,TriNet Group Inc,43.8,39.2,41.6,36.6,56.1,38.4,140988,
2020,697,Exact Sciences Corp,50.1,61.3,43.9,36.5,33.4,42,141277,
2021,580,Exact Sciences Corp,50.5,63.4,41.2,45.7,28.2,44.7,141277,
2018,141,Align Technology,50.5,53.2,57.3,42.6,73.8,57.9,141384,
2019,172,Align Technology Inc,46.2,53.1,57.3,39.1,72.5,56,141384,
2020,294,Align Technology Inc,41.5,65.4,51.2,40.1,63.1,52.5,141384,
2021,315,Align Technology Inc,39,60.9,57.7,39.3,67.1,52.2,141384,
2017,423,Garmin,42.2,52.5,51.3,41,53.6,46.6,141459,
2018,269,Garmin,45.5,58.1,54.6,47.1,53.5,52.7,141459,
2019,207,Garmin Ltd,38.3,56.8,57.6,50.5,57.8,54.5,141459,
2020,155,Garmin Ltd,43.7,54.1,68.9,49.7,60.5,58.6,141459,
2021,223,Garmin Ltd,49.4,53,63.4,45.3,59.7,55.6,141459,
2017,605,Global Payments,43,40,42.8,40,49.8,39,141913,
2018,681,Global Payments,38.5,43.2,43.7,37.1,50.2,38.6,141913,
2019,553,Global Payments Inc,42,47.2,44.2,39.5,48.8,41.5,141913,
2020,779,Global Payments Inc,40,46.2,43.7,41.8,41.3,39,141913,
2021,797,Global Payments Inc,36.3,42,44.2,40.9,43.3,36.8,141913,
2017,673,Peabody Energy,35.5,42.7,43.9,41.6,32.2,33.2,142460,
2020,832, Peabody Energy Corp ,39,48.2,43.4,50.9,14.6,35.2,142460,
2017,608,FMC Technologies,53,44.5,45.9,40.8,31.6,38.9,142811,
2017,428,Mondelez International,49.6,38.2,44.6,58.2,48,46.5,142953,
2018,175,Mondelez International,52.5,46.4,61.6,59.9,48.3,56.3,142953,
2019,169,Mondelez International Inc,51.9,51.6,54.2,62.3,49.7,56.1,142953,
2020,159, Mondelez International Inc ,50.5,57.3,53.5,61.8,53.2,58.2,142953,
2021,205, Mondelez International Inc ,50.4,55.7,46.7,64.1,53,56.5,142953,
2017,266,Prudential Financial,46.9,57.7,41.9,57.2,50.3,51.5,143356,
2018,147,Prudential Financial,48,54.8,56.3,62.6,50.3,57.4,143356,
2019,199,Prudential Financial Inc,46.1,56.6,51.6,65.4,44.9,55,143356,
2020,361, Prudential Financial Inc ,47,52.2,47,64.2,38.8,50.6,143356,
2021,141,Prudential Financial Inc,42.3,52.5,60.4,65.7,57.1,59.4,143356,
2017,12,Accenture,70.6,65.5,49.9,72.1,72.7,74.9,143357,
2018,7,Accenture,69.7,61.2,77.4,73.5,72.4,82.1,143357,
2019,17,Accenture PLC,68.3,59.1,57.1,73,71.6,73.5,143357,
2020,17,Accenture plc A,73.3,57.7,56.9,74.1,68,73.6,143357,
2021,14,Accenture plc A,69.9,59.7,67.2,71,65.8,75.8,143357,
2017,679, The Williams Companies ,29.8,38.7,42.8,39.1,42.3,32.2,143710,
2020,647, The Williams Companies Inc ,34.3,49.4,41.7,53.6,47.7,43.4,143710,
2021,575, The Williams Companies Inc ,37.6,50.6,42.4,55.1,45.1,44.8,143710,
2021,784,Axon Enterprise Inc,46.8,48.9,43.1,34.4,36.9,37.8,143912,
2017,266,Willis Towers Watson?€?,47.3,49.1,67.4,49,43,51.5,144009,
2018,582,Willis Towers Watson,40.6,49.9,45.2,46.7,43,42.7,144009,
2019,498,Willis Towers Watson PLC,40.6,48.7,42.8,51.3,45.1,43.9,144009,
2020,502, Willis Towers Watson PLC ,44.6,48.3,45.1,50.6,51.9,47.1,144009,
2021,564, Willis Towers Watson PLC ,39.4,50.6,45.2,49.7,49.5,45.2,144009,
2017,128,Rockwell Collins,65.5,53.7,47.3,60.7,49.2,57.9,144066,
2018,105,Rockwell Collins,70.4,59.1,48.1,61.4,47.3,60.5,144066,
2020,460,Bunge Ltd,41.7,56.2,48.8,54.6,40.8,48.2,144435,
2021,246,Bunge Ltd,48.6,55.9,49.8,55.5,55.6,54.4,144435,
2017,515,Zimmer Biomet Holdings,35.5,45,56,45,45.9,42.8,144559,
2018,608,Zimmer Biomet Holdings,39.7,41.7,45.5,51.1,43.5,41.9,144559,
2019,450,Zimmer Biomet Holdings Inc,44.6,45.8,52.7,49.9,41,45.4,144559,
2020,602, Zimmer Biomet Holdings Inc ,34.3,49.5,52.4,48.9,44.7,44.7,144559,
2021,674, Zimmer Biomet Holdings Inc ,35.5,46,48.4,48.3,44.4,42.2,144559,
2017,445,Asbury Automotive Group,51.6,48.6,44.2,41,53.1,45.8,144640,
2018,513,Asbury Automotive Group,46.7,53.3,46.4,38,50.4,44.9,144640,
2019,489,Asbury Automotive Group Inc,59.5,49.3,44.6,34.5,47.9,44.1,144640,
2020,674, Asbury Automotive Group Inc ,48.4,48.4,43.2,37.9,50.2,42.6,144640,
2021,644, Asbury Automotive Group Inc ,43.5,47.1,46.8,39.4,54.4,43.1,144640,
2017,625,XPO Logistics,52.3,38.1,41.6,34.7,47.9,38.2,144998,
2018,687,XPO Logistics,32.7,45.5,49.4,35.6,48.1,38.4,144998,
2019,504,XPO Logistics Inc,51.2,47.2,47,37.7,48.2,43.6,144998,
2020,626,XPO Logistics Inc,41,47.3,45.5,48.8,47.3,44.1,144998,
2021,663,XPO Logistics Inc,42.5,44.8,44.2,47,47.1,42.6,144998,
2017,544,GameStop,46.8,37.3,45.7,45.6,48.9,41.7,145049,
2018,617,GameStop,49.1,34.3,47.4,49,41.7,41.6,145049,
2019,630,GameStop Corp,42.4,28.2,45.5,47.3,33.1,33.8,145049,
2020,822,GameStop Corp A,43.1,26.9,46.9,49.1,34.3,36.2,145049,
2021,822,GameStop Corp A,41.7,18.9,48.4,41.5,48.4,34.5,145049,
2017,428,Centene,53.2,44.8,45.3,43.7,53.6,46.5,145552,
2018,621,Centene,42,45.9,45.6,37.9,51.5,41.5,145552,
2019,474,Centene Corp,48.4,46.8,46.6,40.6,50.6,44.5,145552,
2020,569,Centene Corp,45.6,51.6,45.2,39.8,55.5,45.5,145552,
2021,666,Centene Corp,39.5,46.6,43.2,47.5,49.1,42.5,145552,
2019,302,Principal Financial Group Inc,40,61.8,44.9,54.7,49,50.8,145701,
2017,665, Crescent Point Energy?€? ,33.6,49,41.3,43,31.3,34.4,145812,
2017,580,Advance Auto Parts,54.7,36.7,44.1,37.3,48.1,40.2,145977,
2018,647,Advance Auto Parts,49.3,34.5,46.3,42.6,46.4,40.5,145977,
2019,578,Advance Auto Parts Inc,48,36.7,46,43.8,44.9,40.4,145977,
2020,636, Advance Auto Parts Inc ,46.2,38.7,46.2,48.9,49.1,43.8,145977,
2021,735,Advance Auto Parts Inc,44.4,33.7,44.8,46.7,48.1,40.2,145977,
2017,391,Acuity Brands,52,43.6,55.7,37.7,56.2,47.6,146017,
2018,551,Acuity Brands,54.3,37.8,49.5,37.3,51.8,43.6,146017,
2019,540,Acuity Brands Inc,44.2,42,49.5,39.5,47.9,41.9,146017,
2020,472,Acuity Brands Inc,52.2,42,54.1,45.3,48.8,47.8,146017,
2021,273,Acuity Brands Inc,56,49.4,53.7,53,47.5,53.4,146017,
2017,66,JetBlue Airways,71.5,63.4,52.7,51.8,56.1,63.3,147305,
2018,170,JetBlue Airways,65.2,58.4,52.8,50.1,47.2,56.5,147305,
2019,259,JetBlue Airways Corp,62.4,56.8,52.8,48.6,42.9,52.7,147305,
2020,322,JetBlue Airways Corp,64.8,50.9,52.4,49.7,38.3,51.7,147305,
2021,185,JetBlue Airways Corp,66.1,56.7,57.1,50.7,40.4,57.3,147305,
2017,276, Newmont Mining ,46.4,55,49.6,63.6,37.9,51.2,147393,
2018,230,Newmont Mining,38,64.1,46.9,67.7,43.5,54,147393,
2017,196,Netflix,55.4,57.1,63.6,36.2,54.9,54.2,147579,
2018,126,Netflix,52.5,69.2,59.6,37,63.9,58.9,147579,
2019,105,Netflix Inc,52.1,71.1,60.1,39.3,63.5,60.7,147579,
2020,165,NetFlix Inc,44.9,65.8,60,41,67.7,58,147579,
2021,262,NetFlix Inc,41.7,63.6,57.8,44.5,57.5,53.7,147579,
2017,288, AECOM Technology ,62.9,47.3,49.5,50.5,44.3,50.8,147988,
2018,302,AECOM,61.6,46.1,52.9,53.6,40.8,51.3,147988,
2019,252,AECOM,57.4,45.3,53.7,58.8,46.1,52.9,147988,
2020,177,AECOM,66.8,48.9,52,60.3,47.1,57.5,147988,
2021,180,AECOM,66.5,46.6,53,59.6,45.7,57.5,147988,
2017,156,PG&amp;E,40.6,68.5,42.3,66.8,49.7,56.3,148049,
2018,315,PG&amp;E,35.1,60.7,43.8,66.5,43.2,50.8,148049,
2021,687,PG&amp;E Corporation,27.7,50.2,44,55.7,42,41.9,148049,
2017,303, Huntsman International ,58.7,40.9,52.4,51.2,49.8,50.4,148256,
2018,748,TransDigm,41.8,12.5,43.6,37.8,49.8,30.8,148349,
2019,638,TransDigm Group Inc,41.7,14.1,44.5,32.8,51.9,30.5,148349,
2020,840,TransDigm Group,33.4,32.1,44.2,34.7,54.8,34.6,148349,
2021,834,TransDigm Group,28.9,37.8,43.3,38.3,45.8,32.8,148349,
2017,622, TravelCenters of America?€? ,40.3,35.2,41.9,53.5,39.7,38.4,148350,
2017,555,CME Group,43.3,49.8,44.7,41.1,43.1,41.1,149070,
2018,494,CME Group,40.8,57.7,42.9,45.5,48,45.3,149070,
2019,380,CME Group Inc,43.7,55.6,45.9,45.4,51.6,47.8,149070,
2020,394,CME Group Inc A,46.4,55,46.8,49.7,52.8,49.9,149070,
2021,443,CME Group Inc A,48.4,55.1,46.7,48.5,45.7,48.4,149070,
2020,829," Nexstar Media Group, Inc ",47,27.4,43.2,35.2,49.7,35.4,149177,
2021,829," Nexstar Media Group, Inc ",37.3,27,46.7,35.2,50.9,33.2,149177,
2017,461,Wynn Resorts,48.3,55.1,45.5,36.9,50.9,45.2,149318,
2018,433,Wynn Resorts,50.2,60.7,45.4,40.9,45.3,47,149318,
2019,288,Wynn Resorts Ltd,64.9,54.6,45.1,47.1,48.3,51.4,149318,
2020,569,Wynn Resorts Ltd,56.2,48.2,46,49.1,35.3,45.5,149318,
2021,612,Wynn Resorts Ltd,56.7,47.3,44.9,48.4,27,43.9,149318,
2018,516,Nasdaq,36.5,56.4,46.3,45.3,47.9,44.8,149337,
2019,339,Nasdaq Inc,43.5,58.5,44.1,52.2,48.9,49.4,149337,
2020,379,Nasdaq Inc,41.5,57.1,44.9,53.3,54,50.1,149337,
2021,245,Nasdaq Inc,47.2,60.9,44.2,60.7,50.9,54.5,149337,
2019,515,CIT Group Inc,43.8,46.8,42.2,47.4,46.7,43.1,149738,
2020,811,CIT Group Inc,37.8,45.3,40.6,44.5,39,37.4,149738,
2017,625, Dick?€?s Sporting Goods ,40,40.9,45,38.6,48.5,38.2,150139,
2018,635,Dick&#8217;s Sporting Goods,48.9,37.7,45.2,40.7,48.7,41,150139,
2019,568,Dick&#8217;s Sporting Goods Inc,50.6,40.2,45.6,41.2,44.8,41,150139,
2020,745, Dick&#8217;s Sporting Goods Inc ,40.6,41.2,44.1,44.5,46.8,40.2,150139,
2021,322, Dick&#8217;s Sporting Goods Inc ,44,53.1,50,52.2,59.3,52,150139,
2018,510,Carters,52.8,45.3,45,37.2,55.6,45,150278,
2019,279,Carter&#8217;s Inc,71.8,48.1,47.9,45.6,49.1,51.6,150278,
2020,452,Carters Inc,56.1,48.1,47.7,47,47.1,48.4,150278,
2021,404,Carters Inc,58.7,46,47.4,47.9,48.9,49.5,150278,
2017,668,Cimarex Energy,29,46.7,43.5,38.1,41.4,34.1,150699,
2018,627,Cimarex Energy,33.7,61.3,42.9,34.3,50.2,41.2,150699,
2020,838,Cimarex Energy Co,34.4,53.4,45.7,39.7,24.1,34.9,150699,
2017,449,Molina Healthcare,67.2,45.2,43.9,41.1,41.9,45.7,152149,
2018,665,Molina Healthcare,49.1,41.2,45.4,41.7,39.3,39.7,152149,
2019,465,Molina Healthcare Inc,40.9,41.1,45.3,35.4,69,45,152149,
2020,655,Molina Healthcare,46.3,39.3,43,34.6,68.7,43.2,152149,
2021,799,Molina Healthcare,39.3,45.9,40.5,33.5,52.2,36.7,152149,
2018,751,Axis Capital Holdings,37.6,26.9,42.3,37.2,36.4,29.1,153130,
2019,637,AXIS Capital Holdings Ltd,39.7,26.7,43.7,38.7,38.4,31.1,153130,
2020,844, Axis Capital Hldgs Ltd ,36.9,35.7,42.8,38.8,40.9,33.8,153130,
2021,657,Axis Capital Hldgs Ltd,37.4,51.6,43.5,45.4,49.5,42.7,153130,
2017,583,LKQ,57,31.4,47.6,36.7,48.4,40.1,155394,
2018,677,LKQ,49.9,36.5,46.9,36.8,44.7,38.9,155394,
2019,504,LKQ Corp,54.9,46.5,45.8,40.1,45,43.6,155394,
2020,556,LKQ Corp,53.3,45.4,47,42.4,49.7,45.8,155394,
2021,691,LKQ Corp,51.8,36.7,44.8,42.5,48.9,41.8,155394,
2020,753, American Equity Inv Life ,50.1,43.7,45.9,35.2,43.1,39.9,156383,
2020,749,Tempur Sealy Intl Inc,42.1,37.3,43.7,41.7,53.1,40.1,156861,
2021,556,Tempur Sealy Intl Inc,45.5,41.2,44.7,46.1,62,45.4,156861,
2017,625,Assurant,34,45.6,41.9,43.8,46.4,38.2,157057,
2018,578,Assurant,40.5,46.7,49,46.1,43.1,42.8,157057,
2019,512,Assurant Inc,38.6,47,45.3,50.9,43.7,43.2,157057,
2020,667,Assurant Inc,32.5,46.5,46.3,50.7,48.2,42.9,157057,
2021,687,Assurant Inc,31.3,45.2,45.3,52.2,47.9,41.9,157057,
2018,653,Vistra Energy,56.5,41.7,44.3,38.3,39.1,40.2,157373,
2020,738,Vistra Energy,40.2,42.7,44.3,41.7,49.5,40.4,157373,
2021,388,Vistra Corp,54.6,69.7,40.5,45.9,38.9,49.9,157373,
2017,36,Salesforce.com,71.7,79.2,53.4,59.8,42.7,67.2,157855,
2018,44,Salesforce.com,71.4,76.6,50.7,64,48.4,67.9,157855,
2019,38,Salesforce.Com Inc,66.8,77.2,54.7,62.6,50.3,67.5,157855,
2020,21,Salesforce.com,66.9,76.1,62.9,69.5,47.6,72.1,157855,
2021,22,Salesforce.com,64.4,73.6,67.8,63.1,50.4,72.1,157855,
2017,609,Genworth Financial,43.8,40.4,45.9,45.5,38.7,38.8,158354,
2018,425,Genworth Financial,41.3,57.7,46,55.2,39.2,47.2,158354,
2019,393,Genworth Financial Inc,39.1,60.1,45.8,52.2,42.8,47.5,158354,
2020,539, Genworth Financial Inc ,38.5,52.2,45.7,53.9,45,46,158354,
2021,335,Genworth Financial Inc,56,48.3,48.4,51.9,50.1,51.4,158354,
2019,204,Marketaxess Holdings Inc,55.8,57.1,45.5,39.3,70.4,54.8,158742,
2020,328, MarketAxess Holdings ,34.2,63.8,42.4,43.6,75.2,51.5,158742,
2021,444,MarketAxess Holdings,41.6,56.6,41.1,44.9,67.9,48.3,158742,
2018,325,Domino&#8217;s Pizza,60.5,40.4,44.1,34.7,75.5,50.4,160211,
2019,252,Domino&#8217;s Pizza Inc,51.3,40.9,50.6,39.6,77.1,52.9,160211,
2020,483,Domino&#8217;s Pizza Inc,53,40.6,41.1,39.4,73.3,47.5,160211,
2021,570,Domino&#8217;s Pizza Inc,50.6,35.8,49.5,35.5,71,45,160211,
2017,75,Mastercard,47.9,55,59.5,51.8,75.9,61.9,160225,
2018,53,Mastercard,40.1,64.8,61.1,57.5,77.8,66.1,160225,
2019,13,Mastercard Inc,55.7,63.3,64.7,60.5,91,76.6,160225,
2020,35,Mastercard Inc A,48.2,68.5,59.6,63.5,80.2,70.5,160225,
2021,61,Mastercard Inc A,47,69.3,55,64.9,70,66.2,160225,
2017,3,Alphabet,62.6,82,95,60.8,71,86.7,160329,
2018,6,Alphabet,59.3,78.7,85.8,64.2,68.4,82.7,160329,
2019,4,Alphabet Inc,62.2,75.8,76.7,60.5,90.5,85.5,160329,
2020,5,Alphabet Inc C,54,72.9,89.8,68,84.2,86.4,160329,
2021,13,Alphabet Inc C,54,55.5,81.6,63.8,84.5,76.1,160329,
2021,262,Morningstar,58.3,58.2,44.3,51.6,51.2,53.7,160373,
2017,575,Extra Space Storage?€?,34.1,55,44.1,36.2,49.3,40.4,160479,
2020,592, Extra Space Storage Inc ,41.2,60.1,40.1,42.8,51.2,44.9,160479,
2021,657, Extra Space Storage Inc ,40.3,51.2,43.1,43,50.8,42.7,160479,
2018,505,Liberty Global,47.1,48.1,44.1,60.5,32.3,45.1,160549,
2019,259,Liberty Global PLC,73.8,46.4,43.5,59.2,43.2,52.7,160549,
2020,592,Liberty Global plc A,36,47,41.2,54,54.2,44.9,160549,
2021,345,Liberty Global plc A,42.9,55.4,41.4,58,58.3,51.2,160549,
2018,700,Beacon Roofing Supply,46.2,42,44.3,36.7,40.2,37.3,160598,
2020,828, Beacon Roofing Supply ,45.1,36.4,42.1,35.9,43.8,35.6,160598,
2021,786,Beacon Roofing Supply,43.6,39,42.7,39.5,46.2,37.7,160598,
2017,106,United Technologies,58.3,47.7,64.8,57.4,54.1,59.5,160839,
2018,91,United Technologies,64.1,51.3,64.4,56.7,51.5,61.5,160839,
2019,71,United Technologies Corp,68.1,52.7,64.6,60.4,53.7,64,160839,
2020,592, Monolithic Power Systems ,49.4,48.9,44.2,36.4,58.2,44.9,160888,
2021,520, Monolithic Power Systems ,46.6,51.9,45,38.7,61.7,46.1,160888,
2020,818,Enersys,32.8,37.1,44.7,41.5,47.5,36.4,160893,
2017,466,Digital Realty Trust?€?,67.1,35.2,43.8,44.8,46.2,44.9,160991,
2020,399,Digital Realty Trust,48.3,65.7,45.5,47.6,43.4,49.7,160991,
2021,297,Digital Realty Trust,50.4,63.7,47,52.5,44.1,52.7,160991,
2019,176,Las Vegas Sands Corp,52.5,48.8,50.6,58.2,58.9,55.9,161844,
2017,249,Mosaic,57.7,49,46.2,64.6,38.4,52,162129,
2018,272,Mosaic,56.1,53.9,49.3,59.2,39.7,52.6,162129,
2019,223,Mosaic Co,56.8,55.4,49.1,61,42.2,53.8,162129,
2020,277,Mosaic Co,60.2,50.2,49.5,59.4,40,53.1,162129,
2021,169,Mosaic Co,61.8,54.3,50.2,59.3,48.7,58,162129,
2019,169,Celanese Corp,57.9,53,49.6,56.9,54.7,56.1,162254,
2020,175,Celanese Corp A,59.4,61.1,50.3,56.7,49.1,57.6,162254,
2021,178,Celanese Corp A,63.8,49.4,50.1,54.8,58.8,57.6,162254,
2019,279,Huntsman Corp,54.8,50.6,52.2,50.6,48.6,51.6,162401,
2020,203,Huntsman Corp,61.1,56,55.2,54.9,43.2,56.2,162401,
2021,98,Huntsman Corp,69.9,57.6,51.2,60.4,47.5,61.8,162401,
2017,456,Core Mark,62.7,40.6,47.2,40.8,47.2,45.5,162876,
2018,722,Core-Mark,45,34.9,46.2,35.7,42.7,36,162876,
2020,726, Core-Mark Holding Co Inc ,41.8,49.4,45.1,35.9,49,40.8,162876,
2019,476,DexCom Inc,46.6,48.4,49.6,38.9,48.7,44.4,162887,
2020,185,DexCom Inc,46.5,52.8,55.6,49.6,70.6,57,162887,
2021,253,DexCom Inc,45.7,58.6,53.2,47,64,54.2,162887,
2018,406,IHS Markit,56.6,43.2,53.2,45.1,45.4,47.8,162906,
2019,375,IHS Markit Ltd,55.4,46.5,47.8,52,43.8,47.9,162906,
2020,286,IHS Markit Ltd,54.4,50.1,49.5,51.7,55.3,52.9,162906,
2021,273,IHS Markit Ltd,57.5,60.4,45.4,50.5,48.3,53.4,162906,
2017,29,Molson Coors Brewing,71.3,62.1,64,63.8,53.7,69.6,162940,
2018,64,Molson Coors,71.5,61.5,58.2,62.2,44.1,64.1,162940,
